lesson;cs;cs
3;GGAH;pGGAH
18;GGAI;pGGAI
2;GGAJ;pGGAJ
15;GGBA;pGGBA
5;GGBB;pGGBB
15;GGBC;pGGBC
4;GGBD;pGGBD
5;GGBE;pGGBE
8;GGBF;pGGBF
18;GGBG;pGGBG
5;GGBH;pGGBH
9;GGBI;pGGBI
14;GGBJ;pGGBJ
19;GGCA;pGGCA
10;GGCB;pGGCB
3;GGCC;pGGCC
2;GGCD;pGGCD
5;GGCE;pGGCE
15;GGCF;pGGCF
1;GGCG;pGGCG
1;GGCH;pGGCH
14;GGCI;pGGCI
7;GGCJ;pGGCJ
7;GGDA;pGGDA
19;GGDB;pGGDB
4;GGDC;pGGDC
6;GGDD;pGGDD
7;GGDE;pGGDE
11;GGDF;pGGDF
2;GGDG;pGGDG
15;GGDH;pGGDH
19;GGDI;pGGDI
9;GGDJ;pGGDJ
16;GGEA;pGGEA
14;GGEB;pGGEB
9;GGEC;pGGEC
8;GGED;pGGED
4;GGEE;pGGEE
1;GGEF;pGGEF
6;GGEG;pGGEG
7;GGEH;pGGEH
9;GGEI;pGGEI
17;GGEJ;pGGEJ
2;GGFA;pGGFA
4;GGFB;pGGFB
1;GGFC;pGGFC
11;GGFD;pGGFD
7;GGFE;pGGFE
7;GGFF;pGGFF
13;GGFG;pGGFG
19;GGFH;pGGFH
13;GGFI;pGGFI
7;GGFJ;pGGFJ
4;GGGA;pGGGA
1;GGGB;pGGGB
9;GGGC;pGGGC
10;GGGD;pGGGD
14;GGGE;pGGGE
7;GGGF;pGGGF
4;GGGG;pGGGG
14;GGGH;pGGGH
2;GGGI;pGGGI
6;GGGJ;pGGGJ
10;GGHA;pGGHA
0;GGHB;pGGHB
9;GGHC;pGGHC
16;GGHD;pGGHD
1;GGHE;pGGHE
0;GGHF;pGGHF
16;GGHG;pGGHG
2;GGHH;pGGHH
4;GGHI;pGGHI
1;GGHJ;pGGHJ
4;GGIA;pGGIA
13;GGIB;pGGIB
1;GGIC;pGGIC
2;GGID;pGGID
1;GGIE;pGGIE
10;GGIF;pGGIF
2;GGIG;pGGIG
5;GGIH;pGGIH
1;GGII;pGGII
10;GGIJ;pGGIJ
8;GGJA;pGGJA
11;GGJB;pGGJB
17;GGJC;pGGJC
11;GGJD;pGGJD
12;GGJE;pGGJE
16;GGJF;pGGJF
13;GGJG;pGGJG
1;GGJH;pGGJH
15;GGJI;pGGJI
12;GGJJ;pGGJJ
15;GHAA;pGHAA
19;GHAB;pGHAB
11;GHAC;pGHAC
19;GHAD;pGHAD
18;GHAE;pGHAE
18;GHAF;pGHAF
18;GHAG;pGHAG
9;GHAH;pGHAH
5;GHAI;pGHAI
10;GHAJ;pGHAJ
2;GHBA;pGHBA
1;GHBB;pGHBB
8;GHBC;pGHBC
6;GHBD;pGHBD
6;GHBE;pGHBE
15;GHBF;pGHBF
15;GHBG;pGHBG
7;GHBH;pGHBH
12;GHBI;pGHBI
15;GHBJ;pGHBJ
0;GHCA;pGHCA
8;GHCB;pGHCB
15;GHCC;pGHCC
8;GHCD;pGHCD
19;GHCE;pGHCE
13;GHCF;pGHCF
11;GHCG;pGHCG
16;GHCH;pGHCH
12;GHCI;pGHCI
11;GHCJ;pGHCJ
7;GHDA;pGHDA
14;GHDB;pGHDB
19;GHDC;pGHDC
2;GHDD;pGHDD
15;GHDE;pGHDE
6;GHDF;pGHDF
13;GHDG;pGHDG
6;GHDH;pGHDH
10;GHDI;pGHDI
4;GHDJ;pGHDJ
9;GHEA;pGHEA
11;GHEB;pGHEB
17;GHEC;pGHEC
15;GHED;pGHED
18;GHEE;pGHEE
17;GHEF;pGHEF
8;GHEG;pGHEG
19;GHEH;pGHEH
19;GHEI;pGHEI
2;GHEJ;pGHEJ
0;GHFA;pGHFA
13;GHFB;pGHFB
2;GHFC;pGHFC
17;GHFD;pGHFD
6;GHFE;pGHFE
10;GHFF;pGHFF
1;GHFG;pGHFG
14;GHFH;pGHFH
3;GHFI;pGHFI
11;GHFJ;pGHFJ
13;GHGA;pGHGA
11;GHGB;pGHGB
5;GHGC;pGHGC
11;GHGD;pGHGD
13;GHGE;pGHGE
7;GHGF;pGHGF
9;GHGG;pGHGG
17;GHGH;pGHGH
12;GHGI;pGHGI
9;GHGJ;pGHGJ
1;GHHA;pGHHA
0;GHHB;pGHHB
14;GHHC;pGHHC
3;GHHD;pGHHD
16;GHHE;pGHHE
12;GHHF;pGHHF
12;GHHG;pGHHG
3;GHHH;pGHHH
4;GHHI;pGHHI
6;GHHJ;pGHHJ
13;GHIA;pGHIA
15;GHIB;pGHIB
19;GHIC;pGHIC
3;GHID;pGHID
3;GHIE;pGHIE
16;GHIF;pGHIF
16;GHIG;pGHIG
9;GHIH;pGHIH
14;GHII;pGHII
8;GHIJ;pGHIJ
8;GHJA;pGHJA
7;GHJB;pGHJB
19;GHJC;pGHJC
3;GHJD;pGHJD
9;GHJE;pGHJE
11;GHJF;pGHJF
9;GHJG;pGHJG
10;GHJH;pGHJH
2;GHJI;pGHJI
5;GHJJ;pGHJJ
17;GIAA;pGIAA
7;GIAB;pGIAB
16;GIAC;pGIAC
1;GIAD;pGIAD
3;GIAE;pGIAE
0;GIAF;pGIAF
0;GIAG;pGIAG
19;GIAH;pGIAH
0;GIAI;pGIAI
11;GIAJ;pGIAJ
13;GIBA;pGIBA
9;GIBB;pGIBB
5;GIBC;pGIBC
5;GIBD;pGIBD
4;GIBE;pGIBE
2;GIBF;pGIBF
19;GIBG;pGIBG
6;GIBH;pGIBH
6;GIBI;pGIBI
6;GIBJ;pGIBJ
12;GICA;pGICA
1;GICB;pGICB
13;GICC;pGICC
19;GICD;pGICD
7;GICE;pGICE
4;GICF;pGICF
18;GICG;pGICG
10;GICH;pGICH
19;GICI;pGICI
14;GICJ;pGICJ
10;GIDA;pGIDA
9;GIDB;pGIDB
18;GIDC;pGIDC
19;GIDD;pGIDD
3;GIDE;pGIDE
7;GIDF;pGIDF
4;GIDG;pGIDG
0;GIDH;pGIDH
12;GIDI;pGIDI
12;GIDJ;pGIDJ
13;GIEA;pGIEA
12;GIEB;pGIEB
12;GIEC;pGIEC
19;GIED;pGIED
19;GIEE;pGIEE
1;GIEF;pGIEF
4;GIEG;pGIEG
17;GIEH;pGIEH
14;GIEI;pGIEI
11;GIEJ;pGIEJ
0;GIFA;pGIFA
5;GIFB;pGIFB
10;GIFC;pGIFC
14;GIFD;pGIFD
19;GIFE;pGIFE
0;GIFF;pGIFF
3;GIFG;pGIFG
18;GIFH;pGIFH
0;GIFI;pGIFI
1;GIFJ;pGIFJ
11;GIGA;pGIGA
16;GIGB;pGIGB
0;GIGC;pGIGC
13;GIGD;pGIGD
2;GIGE;pGIGE
15;GIGF;pGIGF
13;GIGG;pGIGG
11;GIGH;pGIGH
13;GIGI;pGIGI
0;GIGJ;pGIGJ
5;GIHA;pGIHA
0;GIHB;pGIHB
2;GIHC;pGIHC
5;GIHD;pGIHD
16;GIHE;pGIHE
1;GIHF;pGIHF
7;GIHG;pGIHG
7;GIHH;pGIHH
10;GIHI;pGIHI
9;GIHJ;pGIHJ
13;GIIA;pGIIA
15;GIIB;pGIIB
5;GIIC;pGIIC
0;GIID;pGIID
12;GIIE;pGIIE
18;GIIF;pGIIF
17;GIIG;pGIIG
0;GIIH;pGIIH
16;GIII;pGIII
17;GIIJ;pGIIJ
16;GIJA;pGIJA
15;GIJB;pGIJB
10;GIJC;pGIJC
4;GIJD;pGIJD
4;GIJE;pGIJE
17;GIJF;pGIJF
16;GIJG;pGIJG
5;GIJH;pGIJH
19;GIJI;pGIJI
4;GIJJ;pGIJJ
9;GJAA;pGJAA
3;GJAB;pGJAB
11;GJAC;pGJAC
18;GJAD;pGJAD
1;GJAE;pGJAE
15;GJAF;pGJAF
10;GJAG;pGJAG
2;GJAH;pGJAH
13;GJAI;pGJAI
3;GJAJ;pGJAJ
11;GJBA;pGJBA
12;GJBB;pGJBB
14;GJBC;pGJBC
6;GJBD;pGJBD
13;GJBE;pGJBE
1;GJBF;pGJBF
14;GJBG;pGJBG
15;GJBH;pGJBH
0;GJBI;pGJBI
10;GJBJ;pGJBJ
14;GJCA;pGJCA
1;GJCB;pGJCB
2;GJCC;pGJCC
1;GJCD;pGJCD
2;GJCE;pGJCE
10;GJCF;pGJCF
19;GJCG;pGJCG
10;GJCH;pGJCH
6;GJCI;pGJCI
18;GJCJ;pGJCJ
12;GJDA;pGJDA
7;GJDB;pGJDB
2;GJDC;pGJDC
3;GJDD;pGJDD
9;GJDE;pGJDE
10;GJDF;pGJDF
9;GJDG;pGJDG
6;GJDH;pGJDH
9;GJDI;pGJDI
2;GJDJ;pGJDJ
13;GJEA;pGJEA
9;GJEB;pGJEB
7;GJEC;pGJEC
12;GJED;pGJED
18;GJEE;pGJEE
19;GJEF;pGJEF
13;GJEG;pGJEG
7;GJEH;pGJEH
0;GJEI;pGJEI
19;GJEJ;pGJEJ
3;GJFA;pGJFA
10;GJFB;pGJFB
10;GJFC;pGJFC
1;GJFD;pGJFD
13;GJFE;pGJFE
5;GJFF;pGJFF
0;GJFG;pGJFG
13;GJFH;pGJFH
17;GJFI;pGJFI
16;GJFJ;pGJFJ
3;GJGA;pGJGA
6;GJGB;pGJGB
5;GJGC;pGJGC
19;GJGD;pGJGD
0;GJGE;pGJGE
14;GJGF;pGJGF
8;GJGG;pGJGG
12;GJGH;pGJGH
18;GJGI;pGJGI
6;GJGJ;pGJGJ
14;GJHA;pGJHA
5;GJHB;pGJHB
16;GJHC;pGJHC
8;GJHD;pGJHD
5;GJHE;pGJHE
1;GJHF;pGJHF
10;GJHG;pGJHG
7;GJHH;pGJHH
5;GJHI;pGJHI
3;GJHJ;pGJHJ
6;GJIA;pGJIA
12;GJIB;pGJIB
19;GJIC;pGJIC
13;GJID;pGJID
6;GJIE;pGJIE
14;GJIF;pGJIF
2;GJIG;pGJIG
5;GJIH;pGJIH
1;GJII;pGJII
19;GJIJ;pGJIJ
2;GJJA;pGJJA
9;GJJB;pGJJB
3;GJJC;pGJJC
17;GJJD;pGJJD
18;GJJE;pGJJE
0;GJJF;pGJJF
9;GJJG;pGJJG
13;GJJH;pGJJH
15;GJJI;pGJJI
1;GJJJ;pGJJJ
12;HAAA;pHAAA
15;HAAB;pHAAB
1;HAAC;pHAAC
8;HAAD;pHAAD
12;HAAE;pHAAE
10;HAAF;pHAAF
13;HAAG;pHAAG
17;HAAH;pHAAH
16;HAAI;pHAAI
6;HAAJ;pHAAJ
0;HABA;pHABA
15;HABB;pHABB
8;HABC;pHABC
0;HABD;pHABD
16;HABE;pHABE
2;HABF;pHABF
0;HABG;pHABG
16;HABH;pHABH
0;HABI;pHABI
1;HABJ;pHABJ
11;HACA;pHACA
6;HACB;pHACB
12;HACC;pHACC
19;HACD;pHACD
10;HACE;pHACE
6;HACF;pHACF
18;HACG;pHACG
18;HACH;pHACH
10;HACI;pHACI
12;HACJ;pHACJ
19;HADA;pHADA
8;HADB;pHADB
19;HADC;pHADC
12;HADD;pHADD
17;HADE;pHADE
18;HADF;pHADF
10;HADG;pHADG
9;HADH;pHADH
4;HADI;pHADI
10;HADJ;pHADJ
14;HAEA;pHAEA
16;HAEB;pHAEB
11;HAEC;pHAEC
5;HAED;pHAED
18;HAEE;pHAEE
19;HAEF;pHAEF
17;HAEG;pHAEG
1;HAEH;pHAEH
2;HAEI;pHAEI
15;HAEJ;pHAEJ
12;HAFA;pHAFA
11;HAFB;pHAFB
12;HAFC;pHAFC
19;HAFD;pHAFD
10;HAFE;pHAFE
9;HAFF;pHAFF
4;HAFG;pHAFG
2;HAFH;pHAFH
1;HAFI;pHAFI
2;HAFJ;pHAFJ
19;HAGA;pHAGA
7;HAGB;pHAGB
7;HAGC;pHAGC
18;HAGD;pHAGD
11;HAGE;pHAGE
15;HAGF;pHAGF
7;HAGG;pHAGG
7;HAGH;pHAGH
3;HAGI;pHAGI
18;HAGJ;pHAGJ
14;HAHA;pHAHA
16;HAHB;pHAHB
10;HAHC;pHAHC
5;HAHD;pHAHD
5;HAHE;pHAHE
13;HAHF;pHAHF
1;HAHG;pHAHG
3;HAHH;pHAHH
10;HAHI;pHAHI
7;HAHJ;pHAHJ
6;HAIA;pHAIA
19;HAIB;pHAIB
18;HAIC;pHAIC
9;HAID;pHAID
2;HAIE;pHAIE
10;HAIF;pHAIF
14;HAIG;pHAIG
19;HAIH;pHAIH
13;HAII;pHAII
9;HAIJ;pHAIJ
1;HAJA;pHAJA
3;HAJB;pHAJB
4;HAJC;pHAJC
17;HAJD;pHAJD
12;HAJE;pHAJE
14;HAJF;pHAJF
12;HAJG;pHAJG
14;HAJH;pHAJH
14;HAJI;pHAJI
0;HAJJ;pHAJJ
6;HBAA;pHBAA
8;HBAB;pHBAB
18;HBAC;pHBAC
5;HBAD;pHBAD
18;HBAE;pHBAE
13;HBAF;pHBAF
15;HBAG;pHBAG
14;HBAH;pHBAH
15;HBAI;pHBAI
18;HBAJ;pHBAJ
0;HBBA;pHBBA
7;HBBB;pHBBB
18;HBBC;pHBBC
19;HBBD;pHBBD
13;HBBE;pHBBE
15;HBBF;pHBBF
7;HBBG;pHBBG
2;HBBH;pHBBH
13;HBBI;pHBBI
2;HBBJ;pHBBJ
9;HBCA;pHBCA
7;HBCB;pHBCB
15;HBCC;pHBCC
13;HBCD;pHBCD
14;HBCE;pHBCE
4;HBCF;pHBCF
9;HBCG;pHBCG
8;HBCH;pHBCH
18;HBCI;pHBCI
6;HBCJ;pHBCJ
11;HBDA;pHBDA
16;HBDB;pHBDB
2;HBDC;pHBDC
13;HBDD;pHBDD
17;HBDE;pHBDE
11;HBDF;pHBDF
17;HBDG;pHBDG
7;HBDH;pHBDH
17;HBDI;pHBDI
8;HBDJ;pHBDJ
18;HBEA;pHBEA
14;HBEB;pHBEB
11;HBEC;pHBEC
9;HBED;pHBED
0;HBEE;pHBEE
9;HBEF;pHBEF
2;HBEG;pHBEG
15;HBEH;pHBEH
5;HBEI;pHBEI
17;HBEJ;pHBEJ
14;HBFA;pHBFA
13;HBFB;pHBFB
5;HBFC;pHBFC
0;HBFD;pHBFD
17;HBFE;pHBFE
13;HBFF;pHBFF
3;HBFG;pHBFG
14;HBFH;pHBFH
15;HBFI;pHBFI
0;HBFJ;pHBFJ
13;HBGA;pHBGA
6;HBGB;pHBGB
5;HBGC;pHBGC
11;HBGD;pHBGD
13;HBGE;pHBGE
7;HBGF;pHBGF
15;HBGG;pHBGG
1;HBGH;pHBGH
18;HBGI;pHBGI
12;HBGJ;pHBGJ
18;HBHA;pHBHA
3;HBHB;pHBHB
8;HBHC;pHBHC
1;HBHD;pHBHD
6;HBHE;pHBHE
10;HBHF;pHBHF
3;HBHG;pHBHG
3;HBHH;pHBHH
12;HBHI;pHBHI
11;HBHJ;pHBHJ
18;HBIA;pHBIA
13;HBIB;pHBIB
13;HBIC;pHBIC
9;HBID;pHBID
3;HBIE;pHBIE
0;HBIF;pHBIF
15;HBIG;pHBIG
18;HBIH;pHBIH
5;HBII;pHBII
0;HBIJ;pHBIJ
18;HBJA;pHBJA
15;HBJB;pHBJB
18;HBJC;pHBJC
0;HBJD;pHBJD
1;HBJE;pHBJE
13;HBJF;pHBJF
2;HBJG;pHBJG
3;HBJH;pHBJH
3;HBJI;pHBJI
4;HBJJ;pHBJJ
11;HCAA;pHCAA
16;HCAB;pHCAB
15;HCAC;pHCAC
16;HCAD;pHCAD
11;HCAE;pHCAE
0;HCAF;pHCAF
18;HCAG;pHCAG
13;HCAH;pHCAH
3;HCAI;pHCAI
10;HCAJ;pHCAJ
11;HCBA;pHCBA
3;HCBB;pHCBB
17;HCBC;pHCBC
7;HCBD;pHCBD
8;HCBE;pHCBE
0;HCBF;pHCBF
0;HCBG;pHCBG
10;HCBH;pHCBH
17;HCBI;pHCBI
4;HCBJ;pHCBJ
2;HCCA;pHCCA
1;HCCB;pHCCB
1;HCCC;pHCCC
12;HCCD;pHCCD
11;HCCE;pHCCE
10;HCCF;pHCCF
7;HCCG;pHCCG
3;HCCH;pHCCH
5;HCCI;pHCCI
5;HCCJ;pHCCJ
9;HCDA;pHCDA
11;HCDB;pHCDB
19;HCDC;pHCDC
19;HCDD;pHCDD
3;HCDE;pHCDE
10;HCDF;pHCDF
17;HCDG;pHCDG
10;HCDH;pHCDH
7;HCDI;pHCDI
18;HCDJ;pHCDJ
4;HCEA;pHCEA
17;HCEB;pHCEB
9;HCEC;pHCEC
17;HCED;pHCED
6;HCEE;pHCEE
11;HCEF;pHCEF
0;HCEG;pHCEG
0;HCEH;pHCEH
13;HCEI;pHCEI
11;HCEJ;pHCEJ
2;HCFA;pHCFA
4;HCFB;pHCFB
0;HCFC;pHCFC
7;HCFD;pHCFD
17;HCFE;pHCFE
11;HCFF;pHCFF
14;HCFG;pHCFG
9;HCFH;pHCFH
14;HCFI;pHCFI
13;HCFJ;pHCFJ
17;HCGA;pHCGA
9;HCGB;pHCGB
6;HCGC;pHCGC
18;HCGD;pHCGD
10;HCGE;pHCGE
12;HCGF;pHCGF
7;HCGG;pHCGG
17;HCGH;pHCGH
12;HCGI;pHCGI
13;HCGJ;pHCGJ
12;HCHA;pHCHA
17;HCHB;pHCHB
14;HCHC;pHCHC
6;HCHD;pHCHD
12;HCHE;pHCHE
7;HCHF;pHCHF
1;HCHG;pHCHG
13;HCHH;pHCHH
8;HCHI;pHCHI
9;HCHJ;pHCHJ
0;HCIA;pHCIA
11;HCIB;pHCIB
2;HCIC;pHCIC
17;HCID;pHCID
2;HCIE;pHCIE
0;HCIF;pHCIF
1;HCIG;pHCIG
5;HCIH;pHCIH
9;HCII;pHCII
5;HCIJ;pHCIJ
19;HCJA;pHCJA
1;HCJB;pHCJB
0;HCJC;pHCJC
19;HCJD;pHCJD
18;HCJE;pHCJE
2;HCJF;pHCJF
16;HCJG;pHCJG
1;HCJH;pHCJH
18;HCJI;pHCJI
17;HCJJ;pHCJJ
11;HDAA;pHDAA
19;HDAB;pHDAB
5;HDAC;pHDAC
15;HDAD;pHDAD
1;HDAE;pHDAE
11;HDAF;pHDAF
12;HDAG;pHDAG
8;HDAH;pHDAH
18;HDAI;pHDAI
12;HDAJ;pHDAJ
10;HDBA;pHDBA
17;HDBB;pHDBB
3;HDBC;pHDBC
2;HDBD;pHDBD
18;HDBE;pHDBE
15;HDBF;pHDBF
3;HDBG;pHDBG
2;HDBH;pHDBH
18;HDBI;pHDBI
9;HDBJ;pHDBJ
2;HDCA;pHDCA
2;HDCB;pHDCB
5;HDCC;pHDCC
5;HDCD;pHDCD
1;HDCE;pHDCE
18;HDCF;pHDCF
4;HDCG;pHDCG
13;HDCH;pHDCH
17;HDCI;pHDCI
0;HDCJ;pHDCJ
13;HDDA;pHDDA
7;HDDB;pHDDB
13;HDDC;pHDDC
9;HDDD;pHDDD
11;HDDE;pHDDE
19;HDDF;pHDDF
17;HDDG;pHDDG
6;HDDH;pHDDH
10;HDDI;pHDDI
9;HDDJ;pHDDJ
5;HDEA;pHDEA
10;HDEB;pHDEB
10;HDEC;pHDEC
6;HDED;pHDED
4;HDEE;pHDEE
0;HDEF;pHDEF
10;HDEG;pHDEG
3;HDEH;pHDEH
17;HDEI;pHDEI
3;HDEJ;pHDEJ
11;HDFA;pHDFA
3;HDFB;pHDFB
19;HDFC;pHDFC
11;HDFD;pHDFD
1;HDFE;pHDFE
8;HDFF;pHDFF
13;HDFG;pHDFG
4;HDFH;pHDFH
13;HDFI;pHDFI
17;HDFJ;pHDFJ
13;HDGA;pHDGA
6;HDGB;pHDGB
19;HDGC;pHDGC
15;HDGD;pHDGD
16;HDGE;pHDGE
7;HDGF;pHDGF
2;HDGG;pHDGG
10;HDGH;pHDGH
10;HDGI;pHDGI
17;HDGJ;pHDGJ
6;HDHA;pHDHA
16;HDHB;pHDHB
10;HDHC;pHDHC
17;HDHD;pHDHD
17;HDHE;pHDHE
16;HDHF;pHDHF
5;HDHG;pHDHG
4;HDHH;pHDHH
5;HDHI;pHDHI
12;HDHJ;pHDHJ
3;HDIA;pHDIA
4;HDIB;pHDIB
9;HDIC;pHDIC
8;HDID;pHDID
6;HDIE;pHDIE
14;HDIF;pHDIF
18;HDIG;pHDIG
14;HDIH;pHDIH
10;HDII;pHDII
3;HDIJ;pHDIJ
16;HDJA;pHDJA
6;HDJB;pHDJB
13;HDJC;pHDJC
11;HDJD;pHDJD
1;HDJE;pHDJE
7;HDJF;pHDJF
15;HDJG;pHDJG
13;HDJH;pHDJH
1;HDJI;pHDJI
10;HDJJ;pHDJJ
8;HEAA;pHEAA
16;HEAB;pHEAB
15;HEAC;pHEAC
11;HEAD;pHEAD
9;HEAE;pHEAE
14;HEAF;pHEAF
15;HEAG;pHEAG
13;HEAH;pHEAH
1;HEAI;pHEAI
7;HEAJ;pHEAJ
4;HEBA;pHEBA
18;HEBB;pHEBB
9;HEBC;pHEBC
8;HEBD;pHEBD
8;HEBE;pHEBE
19;HEBF;pHEBF
14;HEBG;pHEBG
13;HEBH;pHEBH
9;HEBI;pHEBI
12;HEBJ;pHEBJ
1;HECA;pHECA
7;HECB;pHECB
2;HECC;pHECC
3;HECD;pHECD
11;HECE;pHECE
15;HECF;pHECF
15;HECG;pHECG
1;HECH;pHECH
18;HECI;pHECI
10;HECJ;pHECJ
5;HEDA;pHEDA
5;HEDB;pHEDB
4;HEDC;pHEDC
1;HEDD;pHEDD
6;HEDE;pHEDE
14;HEDF;pHEDF
10;HEDG;pHEDG
13;HEDH;pHEDH
11;HEDI;pHEDI
19;HEDJ;pHEDJ
8;HEEA;pHEEA
17;HEEB;pHEEB
10;HEEC;pHEEC
17;HEED;pHEED
19;HEEE;pHEEE
1;HEEF;pHEEF
11;HEEG;pHEEG
12;HEEH;pHEEH
3;HEEI;pHEEI
1;HEEJ;pHEEJ
1;HEFA;pHEFA
1;HEFB;pHEFB
10;HEFC;pHEFC
6;HEFD;pHEFD
11;HEFE;pHEFE
16;HEFF;pHEFF
12;HEFG;pHEFG
13;HEFH;pHEFH
12;HEFI;pHEFI
12;HEFJ;pHEFJ
1;HEGA;pHEGA
0;HEGB;pHEGB
18;HEGC;pHEGC
15;HEGD;pHEGD
12;HEGE;pHEGE
6;HEGF;pHEGF
14;HEGG;pHEGG
0;HEGH;pHEGH
2;HEGI;pHEGI
1;HEGJ;pHEGJ
2;HEHA;pHEHA
9;HEHB;pHEHB
18;HEHC;pHEHC
6;HEHD;pHEHD
12;HEHE;pHEHE
10;HEHF;pHEHF
13;HEHG;pHEHG
9;HEHH;pHEHH
15;HEHI;pHEHI
19;HEHJ;pHEHJ
5;HEIA;pHEIA
14;HEIB;pHEIB
11;HEIC;pHEIC
6;HEID;pHEID
10;HEIE;pHEIE
7;HEIF;pHEIF
6;HEIG;pHEIG
13;HEIH;pHEIH
17;HEII;pHEII
18;HEIJ;pHEIJ
8;HEJA;pHEJA
17;HEJB;pHEJB
0;HEJC;pHEJC
17;HEJD;pHEJD
3;HEJE;pHEJE
19;HEJF;pHEJF
13;HEJG;pHEJG
9;HEJH;pHEJH
4;HEJI;pHEJI
13;HEJJ;pHEJJ
7;HFAA;pHFAA
16;HFAB;pHFAB
15;HFAC;pHFAC
4;HFAD;pHFAD
14;HFAE;pHFAE
14;HFAF;pHFAF
14;HFAG;pHFAG
0;HFAH;pHFAH
15;HFAI;pHFAI
1;HFAJ;pHFAJ
3;HFBA;pHFBA
1;HFBB;pHFBB
3;HFBC;pHFBC
11;HFBD;pHFBD
11;HFBE;pHFBE
9;HFBF;pHFBF
3;HFBG;pHFBG
5;HFBH;pHFBH
11;HFBI;pHFBI
7;HFBJ;pHFBJ
16;HFCA;pHFCA
14;HFCB;pHFCB
13;HFCC;pHFCC
10;HFCD;pHFCD
11;HFCE;pHFCE
2;HFCF;pHFCF
4;HFCG;pHFCG
13;HFCH;pHFCH
8;HFCI;pHFCI
12;HFCJ;pHFCJ
11;HFDA;pHFDA
5;HFDB;pHFDB
14;HFDC;pHFDC
16;HFDD;pHFDD
7;HFDE;pHFDE
19;HFDF;pHFDF
14;HFDG;pHFDG
0;HFDH;pHFDH
19;HFDI;pHFDI
12;HFDJ;pHFDJ
10;HFEA;pHFEA
17;HFEB;pHFEB
16;HFEC;pHFEC
5;HFED;pHFED
3;HFEE;pHFEE
10;HFEF;pHFEF
0;HFEG;pHFEG
4;HFEH;pHFEH
6;HFEI;pHFEI
17;HFEJ;pHFEJ
16;HFFA;pHFFA
13;HFFB;pHFFB
11;HFFC;pHFFC
13;HFFD;pHFFD
0;HFFE;pHFFE
5;HFFF;pHFFF
15;HFFG;pHFFG
3;HFFH;pHFFH
14;HFFI;pHFFI
5;HFFJ;pHFFJ
15;HFGA;pHFGA
3;HFGB;pHFGB
8;HFGC;pHFGC
1;HFGD;pHFGD
4;HFGE;pHFGE
14;HFGF;pHFGF
6;HFGG;pHFGG
10;HFGH;pHFGH
10;HFGI;pHFGI
2;HFGJ;pHFGJ
7;HFHA;pHFHA
4;HFHB;pHFHB
8;HFHC;pHFHC
13;HFHD;pHFHD
5;HFHE;pHFHE
0;HFHF;pHFHF
5;HFHG;pHFHG
1;HFHH;pHFHH
19;HFHI;pHFHI
19;HFHJ;pHFHJ
16;HFIA;pHFIA
11;HFIB;pHFIB
18;HFIC;pHFIC
11;HFID;pHFID
16;HFIE;pHFIE
11;HFIF;pHFIF
16;HFIG;pHFIG
10;HFIH;pHFIH
10;HFII;pHFII
19;HFIJ;pHFIJ
1;HFJA;pHFJA
11;HFJB;pHFJB
8;HFJC;pHFJC
12;HFJD;pHFJD
6;HFJE;pHFJE
4;HFJF;pHFJF
7;HFJG;pHFJG
14;HFJH;pHFJH
11;HFJI;pHFJI
5;HFJJ;pHFJJ
12;HGAA;pHGAA
14;HGAB;pHGAB
7;HGAC;pHGAC
18;HGAD;pHGAD
14;HGAE;pHGAE
0;HGAF;pHGAF
11;HGAG;pHGAG
5;HGAH;pHGAH
3;HGAI;pHGAI
1;HGAJ;pHGAJ
11;HGBA;pHGBA
0;HGBB;pHGBB
4;HGBC;pHGBC
7;HGBD;pHGBD
0;HGBE;pHGBE
18;HGBF;pHGBF
17;HGBG;pHGBG
11;HGBH;pHGBH
3;HGBI;pHGBI
12;HGBJ;pHGBJ
9;HGCA;pHGCA
16;HGCB;pHGCB
4;HGCC;pHGCC
8;HGCD;pHGCD
2;HGCE;pHGCE
14;HGCF;pHGCF
11;HGCG;pHGCG
2;HGCH;pHGCH
5;HGCI;pHGCI
7;HGCJ;pHGCJ
10;HGDA;pHGDA
9;HGDB;pHGDB
17;HGDC;pHGDC
13;HGDD;pHGDD
15;HGDE;pHGDE
10;HGDF;pHGDF
1;HGDG;pHGDG
16;HGDH;pHGDH
13;HGDI;pHGDI
8;HGDJ;pHGDJ
10;HGEA;pHGEA
14;HGEB;pHGEB
17;HGEC;pHGEC
13;HGED;pHGED
17;HGEE;pHGEE
0;HGEF;pHGEF
19;HGEG;pHGEG
1;HGEH;pHGEH
9;HGEI;pHGEI
19;HGEJ;pHGEJ
17;HGFA;pHGFA
19;HGFB;pHGFB
17;HGFC;pHGFC
0;HGFD;pHGFD
8;HGFE;pHGFE
0;HGFF;pHGFF
0;HGFG;pHGFG
12;HGFH;pHGFH
16;HGFI;pHGFI
8;HGFJ;pHGFJ
1;HGGA;pHGGA
19;HGGB;pHGGB
12;HGGC;pHGGC
5;HGGD;pHGGD
17;HGGE;pHGGE
11;HGGF;pHGGF
14;HGGG;pHGGG
15;HGGH;pHGGH
7;HGGI;pHGGI
3;HGGJ;pHGGJ
0;HGHA;pHGHA
1;HGHB;pHGHB
6;HGHC;pHGHC
16;HGHD;pHGHD
13;HGHE;pHGHE
10;HGHF;pHGHF
13;HGHG;pHGHG
0;HGHH;pHGHH
10;HGHI;pHGHI
